TXT003,TXT012,TXT013,TXT014,TXT015,TXT016,TXT017,TXT018,TXT019,TXT020,TXT021,TXT022,TXT023,a1,a2,a3
30274,Desarrollo del turismo de reuniones.,Analiza el desempeño de diversos destinos internacionales y los compara con el del destino Perú.,5,Promoción del turismo de reuniones.,Conoce las estrategias y acciones para promocionar adecuadamente su región y/o país.,5,Captación del turismo de reuniones.,Analiza estrategias y acciones para captar una mayor cantidad de reuniones.,4,,,,,,
30275,Historia del Arte,Reconoce las diversas etapas de la historia del arte en el Perú.,4,Las Artes Tradicionales del Perú,Valora las diversas manifestaciones de las artes tradicionales que existen en el Perú.,3,Fiestas y Celebraciones Rituales,Analiza y explica la diversidad de fiestas y celebraciones rituales existentes en las diversas regiones del Perú.,4,"Música, Danzas y Saberes Tradicionales","Explica la riqueza cultural que posee el Perú y que se manifiesta en su música, danza y saberes tradicionales.",3.0,,,
30276,"Historia y geografía, primeros procesos de ocupación y localización del territorio peruano","Analiza e infiere la importancia de la historia y la geografía para el espacio turístico, asimismo, analiza y comprende los procesos de ocupación y localización del estado peruano",5,Geografía y procesos de ocupación histórica en el prehispánico y colonial del Perú,Relaciona y analiza de manera integral el proceso histórico Inca y colonial aunado a una comprensión del territorio y espacio turístico.,5,Geografía del Turismo y procesos de ocupación en la República y en la era de la globalización.,"Interpreta, analiza y relaciona la geografía del turismo contemporáneo con el proceso histórico contemporáneo mediante un análisis socio espacial aplicado a la realidad.",4,,,,,,
30277,Fundamentos Generales,Identifica los conceptos de identidad y patrimonio cultural relacionándolos con el turismo; y vincula consigo mismo la diversidad cultural existente en el Perú.,4,Conservación del Patrimonio Cultural,"Comprende la importancia de las acciones de la Conservación y la Puesta en Valor, los Museos y los Gobiernos Locales; y explica las características del patrimonio cultural reconociendo, además, los factores naturales y sociales de su destrucción.",3,Clasificación e Inventario,Clasifica e identifica correctamente a la cultura material y patrimonio inmaterial; y comprende el manejo del inventario de los Recursos Turísticos.,4,Gestión Cultural,Identifica el concepto de Gestión Cultural y el trabajo que realiza un Gestor Cultural reconociendo casos de su accionar en patrimonios de tipo inmueble histórico artístico y de tipo arqueológico.,3.0,,,
30278,Segmentos del turismo de reuniones y su demanda de servicios especializados,Reconoce los segmentos de la industria de reuniones.,4,Gestión del segmento de turismo de reuniones y eventos en el Perú,Conoce de manera particular la actividad del turismo de reuniones en el Perú.,3,Plan de marketing y estrategias para el turismo de reuniones desde la perspectiva de un destino turístico nacional,Analiza los conceptos estratégicos para la planificación del turismo de reuniones en los destinos turísticos nacionales.,4,El mercado de turismo de reuniones,Propone formas de administrar el turismo de reuniones por parte de los establecimientos hoteleros y las agencias de viajes especializadas.,3.0,,,
30279,Fundamentos generales de la Hospitalidad y Turismo,Identifica los conceptos generales y la evolución histórica relacionados a la industria de la hospitalidad.,4,La actividad turística y el Producto Turístico,"Analiza el Producto Turístico en determinados lugares del territorio nacional, distinguiendo a las empresas involucradas en el desarrollo de la actividad turística y de congresos en el país y el mundo.",3,La industria hotelera,Identifica los conceptos generales relacionados con la hotelería en el Perú y el mundo.,4,Gestión operativa de Hoteles y Restaurantes,Contrasta la teoría con la práctica en cuanto a la gestión operativa y de servicio de los Hoteles y Restaurantes.,3.0,,,
30280,Marco teórico de la Legislación aplicada en la industria de la hospitalidad,"Posee y utiliza los conocimientos teórico- prácticos sobre las leyes y normas que regulan la actividad turística del país, así como los conceptos básicos del turismo.",5,Organismos relacionados al Turismo y la Normativa Vigente en materia de la administración turística y hotelera,"Identifican los principales organismos relacionados a su carrera; así como el análisis, ejecución y cumplimiento de la normatividad legal que expiden las autoridades del Gobierno Central, Regional y/o Local en materia relacionada con la Administración Turística.",5,La legislación en materia de Cultura y Turismo,"Internaliza la idea que la Legislación en materia Cultural, de Hospitalidad y Turística está vinculada y ligada al Derecho Turístico y a su vez con el área de la restauración en forma directa.",4,,,,,,
30281,Definición y evolución del Marketing Digital,Reconoce los conceptos básicos y terminología del marketing digital Identifica el comportamiento del consumidor para actuar en él.,3,Plataformas Online,"Identifica, utiliza y explica el uso adecuado de las herramientas tecnológicas con medios digitales.",4,Propuesta de valor y la aplicación en medios digitales,Aplica las estrategias del modelo Canvas y las tendencias digitales en negocios del rubro del turismo y hotelería.,4,Plan de marketing digital para una empresa turística u hotelera,Diseña un plan de marketing digital para una empresa turística u hotelera.,3.0,,,
30282,La empresa de servicios turísticos,Distingue las particularidades de las empresas de servicios turísticos frente a otro tipo de empresas y comprende la importancia de la planificación y gestión estratégica en el contexto de las empresas de servicios turísticos.,3,Operaciones y gestión de la calidad en el servicio turístico,Obtiene conocimientos sobre las operaciones de servicios turísticos y comprende la importancia de mantener adecuados estándares de calidad en la gestión de empresas de servicios turísticos.,4,Operaciones y procesos en empresas de servicios turísticos,Distingue los tipos de empresa de servicios turísticos y su organización y comprende los procesos operativos propios de cada una de ellas.,4,Operaciones y procesos en empresas organizadoras de reuniones,Evalúa las operaciones de las empresas del sector de reuniones y diseña las metodologías más apropiadas para su funcionamiento.,3.0,,,
30283,Estilos de vida y planificación turística,Reconoce los diferentes perfiles de usuarios turísticos y los vincula con oportunidades de negocios para el sector turístico de acuerdo a las tendencias actuales de mercado.,3,Negocios turísticos rentables,Reconoce la importancia de la segmentación turística y crea un producto turístico o empresarial en base a las exigencias del sector.,4,Canales de comercialización turística,Verifica y valida la estructura actual de los canales de comercialización y crea una estrategia de distribución.,4,Estructuración de las empresa turísticas,Comprende la importancia de cumplir con la normativa vigente en el sector y con el fortalecimiento de los colaboradores de acuerdo a técnicas administrativas.,3.0,,,
30284,Agencias de Viajes Minoristas - Amadeus,Reconoce los conceptos básicos y la terminología de las agencias de viajes minoristas y los actores involucrados para su operación.,3,Agencias de Viajes Mayoristas - Amadeus,"Gestiona adecuadamente cada una de las áreas de una Agencia de Viajes Mayorista para una óptima prestación de servicios, utilizando eficazmente las tecnologías de la información y la comunicación.",4,Tour Operador - tarifas de Amadeus,"Gestiona adecuadamente cada una de las áreas del Tour Operador, reconociendo las regulaciones y penalidades de las tarifas para elaborar productos turísticos convencionales e innovadores, creando un mejor posicionamiento en el mercado actual.",4,Cotización de itinerarios Amadeus,Reconoce y emplea las herramientas de cotización de itinerarios en el sistema GDS Amadeus.,3.0,,,
30285,"El problema de investigación en turismo, la legislación y la gestión del turismo en el Perú","Analiza, infiere y sustenta la importancia de la investigación.",4,Marco teórico conceptual del turismo en el Perú y en el mundo,Analiza y redacta de manera empática y formal su investigación temática.,3,"Metodología, instrumentos mixtos y análisis","Infiere, construye, fundamenta su investigación y construye instrumentos con solidez interna y externa.",4,Interpretación de resultados,Realiza una adecuada interpretación de resultados y lo relaciona con la problemática turística nacional.,3.0,,,
30286,Museología,"Reconoce el concepto de Museo y la relación que existe con una colección y el patrimonio. Asimismo, conoce la historia del acontecer museológico en el mundo.",4,Museografía,"Define y diferencia los términos museología y museografía y conoce los tipos de exposiciones que presentan los museos. Además, identifica los conceptos fundamentales sobre curaduría y los procesos involucrados en esa actividad.",3,Proyecto museográfico,"Conoce e identifica la realización de exposiciones y la importancia de su planeación, identificando las partes del proyecto expositivo y su importancia para el desarrollo de exposiciones.",4,Guión museográfico y exposición,"Utiliza la metodología para realizar un guión museográfico. Igualmente, reconoce los elementos que intervienen en la organización de una exposición e interpreta los objetos en el espacio expositivo.",3.0,,,
30287,El nuevo Consumidor Digital I,Comprende las transformaciones que experimenta los consumidores en una era digital bajo un contexto Comercial y Turístico,4,El nuevo Consumidor Digital II,Analiza el comportamiento del consumidor digital ante un contexto Comercial y turístico,3,Influencia de las estrategias digitales en el comportamiento del consumidor online I,Obtiene información sobre la planificación y ejecución de acciones digitales centradas en el consumidor actual,4,Influencia de las estrategias digitales en el comportamiento del consumidor online II,Identifica las estrategias digitales teniendo como eje el consumidor online,3.0,,,
30303,Fotografía y lenguaje periodístico,"Comprende el lenguaje visual que lo rodea, manejando con responsabilidad la información que tendrá a su alcance",4,Fotoperiodismo,Comprende los fundamentos técnicos básicos de la fotografía para el desarrollo de un proyecto periodístico digital.,3,Géneros de fotoperiodismo,"Identifica los principales géneros de fotoperiodismo, así como los recursos, elementos y lineamiento para el desarrollo de cada uno de ellos.",3,Foto periodística en plataformas digitales,Comprende los diferentes elementos del fotoperiodismo y aplica los procesos digitales a los registros fotográficos. Reconoce la importancia y conveniencia de las plataformas digitales.,4.0,,,
30304,Audiencias Digitales,"Comprende la Democratización de la información, el periodismo participativo y el comportamiento de las nuevas audiencias",4,Innovación Periodística,Conoce las nuevas herramientas de la información e innovación en el periodismo,6,Gestión de Audiencias.,Desarrolla y gestiona estrategias para potenciar la comunicación con las audiencias,4,,,,,,
30305,"Los medios de comunicación tradicionales, los medios artísticos, los nuevos medios, y su papel dentro de la sociedad","Entiende el rol transformador de los medios de comunicación en todas sus variantes, así como sus diferencias e interrelación.",3,Acontecimientos históricos y el papel de los medios de comunicación,"Identifica los acontecimientos históricos que definieron nuestra sociedad y entiende el rol clave que los medios de comunicación masiva (tradicionales, artísticos, nuevos) tuvieron en la interpretación de esa realidad.",4,La libertad de expresión y sus alcances,"Analiza los alcances de la libertad de expresión, entendiéndola como manifestación del derecho del ciudadano de estar informado.",4,La sátira y la propaganda como manifestaciones de la libertad de expresión,"Comprende los alcances de la libertad de expresión intrínseca al género de la sátira, así como su derecho a la crítica, la jurisprudencia que la ampara y sus consecuencias. Analiza la influencia de la propaganda como forma de difusión de ideologías extremas.",3.0,,,
30307,Características del Lenguaje Televisivo,"Comprende el lenguaje de la televisión como medio de comunicación según las funciones que realice. Conoce las características, recursos y herramientas del lenguaje televisivo.",4,Redacción para televisión,Aplica técnicas de redacción dirigidas y adaptadas al lenguaje televisivo en multi plataformas. Diseña el mensaje informativo de manera eficaz para conectar con las audiencias.,4,Técnicas de la Comunicación Audiovisual,Desarrolla técnicas para narrar en reportajes televisivos Comprende la importancia de la locución en el lenguaje televisivo,2,Comunicación Audiovisual Multimedia,Entiende los nuevos desafíos de la comunicación y el nuevo perfil de las audiencias. Desarrolla Proyectos digitales en multi plataformas informativas; utilizando eficazmente las redes sociales.,4.0,,,
30309,El negocio editorial.,Reconoce las características del negocio editorial desde la visión del editor.,3,Productos editoriales digitales.,Identifica las características de los productos editoriales digitales para elaborar propuestas en el ámbito de la comunicación.,4,Elaboración de un proyecto editorial digital.,Elabora el plan de trabajo de un producto editorial digital para cubrir una demanda específica.,3,Gestión de un proyecto editorial digital.,Sustenta la viabilidad de un producto editorial digital para su realización frente a un grupo de interés.,4.0,,,
30310,Introducción a los proyectos televisivos,"Conoce los distintos géneros, formatos y plataformas en televisión, e identifica las características principales de un proyecto televisivo.",4,Producción de proyectos televisivos,"Analiza, diseña y planifica un proyecto televisivo, haciendo uso eficiente de las herramientas y recursos a su disposición.",3,Rodaje de producciones televisivas,"Interpreta las funciones en el rodaje de producciones televisivas, y reconoce los elementos, la organización y el lenguaje propios del desarrollo de un programa de televisión.",4,Realización de proyectos televisivos,"Identifica las fases y la logística inherentes al despliegue de un producto televisivo, y emplea procedimientos adecuados para su realización.",3.0,,,
30311,Introducción a la radio,"Conoce las características, recursos y herramientas del lenguaje radiofónico. Conoce y entiende las estructuras, funcionamiento y gestión de la radio y sus principales formatos.",3,Redacción radial,Aplica técnicas de redacción dirigidas y adaptadas al lenguaje radiofónico. Diseña el mensaje informativo de manera eficaz para conectar con las audiencias.,4,Equipos de radio y audio digital,Identifica los equipos y formatos de audios para la producción de programas radiales.,4,Plataformas digitales,"Reconoce las plataformas digitales de reproducción radial, según las necesidades del usuario.",3.0,,,
30312,El Marco Conceptual de la Semiótica,"Comprende el proceso de la comunicación, a través de la interpretación de su entorno.",4,La semiótica y su análisis social,Conoce y entiende las diferentes teorías vinculadas con la comunicación social a través del análisis semiótico,3,Semiótica de los medios,Entiende los nuevos desafíos de la comunicación asociadas al proceso de la difusión de mensajes en multiplataforma.,4,Semiótica Digital,Entiende los nuevos desafíos de la comunicación asociadas al proceso de la difusión de mensajes en multiplataforma.,3.0,,,
30313,Narrativa Multiplataforma,"Desarrolla una asertiva estrategia de comunicación, informando a través de una redacción eficaz adaptable a distintos formatos digitales",4,Gestión de Contenidos Multiplataforma,Crea y gestiona contenidos dedicados a las distintas redes sociales tomando en cuenta el tipo de producto y servicio que está manejando,4,Desarrollo de Proyectos Multiplataforma,Desarrolla y gestiona proyectos periodísticos multiplataforma creativos e innovadores,6,,,,,,
30315,El periodismo de investigación,"Comprende los conceptos del periodismo de investigación, las implicancias, desafíos y riesgos. Además de la importancia de la investigación periodística en la sociedad.",2,Metodología del Periodismo de Investigación,"Conoce y entiende la metodología, estructura y del trabajo del periodismo de investigación",4,Proceso de Investigación,"Aplica técnicas de investigación periodística. Desarrolla las técnicas, estrategias y fases del proceso de investigación periodística, principalmente la búsqueda de fuentes, y la confirmación de datos, así como las principales áreas de interés de la investigación Periodística.",4,Proyectos de Investigación,Entiende los nuevos desafíos del periodismo de investigación. Desarrolla reportajes de investigación para multiplataforma,4.0,,,
30316,El proceso de la comunicación humana,"Comprende el proceso de comunicación, sus elementos y funcionamiento. Establece el grado de relación entre la comunicación y la conducta humana.",4,La comunicación como una ciencia social,Conoce y entiende las diferentes teorías vinculadas con la comunicación social.,3,La comunicación masiva,"Comprende los modelos y procesos de la comunicación masiva, así como la importancia de los medios de comunicación y su poder de penetración en la sociedad.",4,Nuevas tecnologías y comunicación,"Entiende los nuevos retos de la comunicación en la sociedad global, y comprende la importancia de aplicar las nuevas tecnologías de para satisfacer necesidades de comunicación.",3.0,,,
30317,Manejo de la interfaz de Unity 3D,"Reconoce los elementos de la interfaz de Unity 3D y utiliza sus ventanas en la manipulación de assets, components, gameObjects y prefabs. Importa y exporta Unity Packages, creando scripts para instanciar y eliminar gameObjects.",3,Desarrollo de prototipo en 2D,"Crea animaciones de un Sprite Sheet, utilizando los componentes para movimiento y colisiones. Crea escenarios, instancias y enemigos para prototipos de juego en 2D.",4,Interfaz gráfica del juego y preferencias,"Comprende el componente Canvas y sus modos de renderización, así como los componentes UI de Unity. Utiliza anclas y layouts en la construcción de interfaces, así como los playerPrefs de Unity para guardar la configuración de preferencias del jugador.",3,Desarrollo de prototipo de juego en 3D,Identifica las diferencias de la cámara ortográfica con la cámara perspectiva. Crea instancias de formas primitivas en Unity y las modifica. Importa personajes 3D a la escena de Unity.,4.0,,,
30318,Técnicas de modelado poligonal I,Crea un modelado base de escenarios y props.,3,Técnicas de modelado poligonal II,Crea un escenario avanzado de polígonos y elabora objetos de escenarios.,4,Proyecciones de maps,"Agrega color, texturas y proyecciones de detalles a los objetos.",3,Elaboración de escenarios,Desarrolla un escenario completo en 3D para videojuegos considerando distintas técnicas de modelado y texturizado.,4.0,,,
30319,Sistemas de huesos y aplicaciones básicas,"Diferencia los 3 tipos de sistemas de huesos, de acuerdo a los sistemas de aplicaciones básicas.",3,Animación de personajes para videojuegos,"Anima un personaje dándole vida y una personalidad definida, de acuerdo a lo requerido por el videojuego.",4,Estructura avanzada de Cat y Bones,"Construye un esqueleto con Cat y Bones, haciendo uso de estructuras avanzadas en HumanIK.",3,Animaciones y secuencias de animaciones,"Crea, guarda y exporta animaciones y secuencias de animaciones para un videojuego de cualquier tipo.",4.0,,,
30320,TypeScript,"Conoce y aplica programación avanzada con Javascript, así como el uso de la librería TypeScript y las normas ES6.",3,Angular.js,Desarrolla aplicaciones FrontEnd empleando Angular.JS.,4,Node.js,Implementa los procedimientos para acceder a datos remotos empleando programación en el lado del servidor con Node.js.,4,CMS React.js,Implementa los procedimientos para establecer la funcionalidad frontend con una experiencia de usuario mejorada.,3.0,,,
30321,Fundamentos de diseño y modelado de un personaje 3D,Reconoce y utiliza las formas fundamentales para el diseño de personajes tridimensionales.,3,Topología de modelado de un personaje,Crea tridimensionalmente partes del cuerpo utilizando herramientas 3D.,4,"Diseño de formas, funciones, colores y texturas en personajes",Implementa cortes y mapas de texturizado que ayuden al movimiento del personaje 3D.,3,Modelado de un personaje para videojuegos en Zbrush,"Modela un personaje para videojuegos, realizando el esculpido y proyectando detalles realistas.",4.0,,,
30323,Introducción al desarrollo de herramientas para videojuegos,Comprende la importancia de las herramientas para desarrollar videojuegos y generar recursos visuales.,3,Creación de inspectores personalizados,Elabora menús personalizados con botones funcionales in-engine.,4,Desarrollo de herramientas básicas,"Desarrolla herramientas sencillas y escalables en el tiempo, analizando las necesidades del videojuego.",4,Integración de funcionalidades nativas,Integra el código nativo para el desarrollo de aplicaciones de escritorio y/o móviles (Android).,3.0,,,
30326,El ecosistema de innovación en las organizaciones,Identifica y clasifica los elementos de la innovación en una organización.,4,El proceso de la innovación,Aplica las fases del proceso de innovación.,3,Metodologías de la innovación y su implementación,Implementa ideas mediante el uso de metodologías de innovación.,4,Tecnología y medición de esfuerzos en la innovación empresarial,Diseña modelos de medición para las propuestas de innovación.,3.0,,,
30329,El entorno de la inteligencia de negocios y tendencias de consumo internacional,Reconoce la importancia de contar con información oportuna en el entorno de los negocios internacionales y tendencias de consumo global.,3,Manejo de base de datos y estadísticas comerciales,"Identifica y obtiene información estadística proporcionada por base de datos disponibles en internet y la IA, de los principales organismos oficiales internacionales por bloques económicos.",4,Análisis prospectivos y simuladores para la identificación de productos,"Analiza las variables del entorno internacional e identifica los elementos clave para la selección estratégica del mercado, según el producto en estudio, así como determinar nuevas oportunidades de negocio que permitan desarrollar planes de acción comercial.",3,"Plan de investigación, condiciones de acceso y promoción comercial",Conoce el marco legal y requisitos técnicos para la exportación del producto. Diseña la estructura de un perfil de mercado con la finalidad de presentar y sustentar los resultados con una perspectiva estratégica.,4.0,,,
30330,Business intelligence y gestión del conocimiento,Comprende la importancia de la business intelligence y de gestionar el conocimiento para garantizar el desarrollo eficaz de las organizaciones.,3,Proyecto de implementación de Business Intelligence,Desarrolla el procedimiento de implementación de un proyecto utilizando una solución de business intelligence.,4,Reportes y visualización,"Aplica el análisis de datos utilizando las herramientas de visualización y reporte, que permiten tomar decisiones estratégicas en la organización.",4,Tendencias actuales de la inteligencia de negocios,Comprende la movilidad de las herramientas tecnológicas del business intelligence y se apropia de ellas para responder a las necesidades y expectativas de las audiencias clave de la organización.,3.0,,,
30331,Dirección de la dimensión humana en las organizaciones,Define el campo de acción de la Psicología en las organizaciones y cómo se desarrolla la interacción de personas para alcanzar los objetivos del negocio.,3,Modelos psicológicos de análisis empresarial,Determina las características que componen una cultura organizacional y cómo impactan en las relaciones de convivencia y productividad.,4,Comportamiento organizacional,Define el perfil de competencias técnico- profesionales y personales de los colaboradores de una organización.,4,Factores psicosociales que impactan en el trabajo,"Define modelos de liderazgo que contribuyan al éxito del equipo, generando motivación y empoderamiento para propiciar el crecimiento de un negocio.",3.0,,,
30332,Las personas y su interacción con la organización,"Comprende el concepto de organización, su estructura y la manera en que las personas interactúan en ella para lograr objetivos de negocio.",4,La transformación digital en las empresas y su relación con los modelos de gestión de personas,Reconoce la importancia del proceso de transformación digital en las empresas y su influencia en los modelos de gestión de personas.,3,"Gestión del cambio organizacional, competencias e incorporación del talento","Comprende los diversos factores que generan los cambios en las organizaciones, así como la importancia de realizar una adecuada gestión por competencias.",3,Políticas de retención y motivación al personal,Identifica las diversas políticas que utilizan las empresas para retener y motivar a su personal.,4.0,,,
30333,Planificación de las necesidades de talento de la organización y conocimiento del mercado,"Identifica la relevancia de realizar un plan organizado de necesidades de talento en la organización, reconociendo las herramientas más eficientes para captar talento en el mercado laboral.",4,Atracción del talento,Determina las acciones idóneas para reclutar a los mejores talentos para la empresa.,3,Incorporación del Talento por Competencias,"Diseña, planifica y ejecuta los pasos del proceso de Incorporación del Talento para una empresa bajo el modelo de competencias.",4,Adaptación del talento en la organización,Planifica la estrategia de marca empleadora para atraer y retener a los mejores talentos asegurando su adaptación plena a la cultura y procesos de la organización.,3.0,,,
30334,Gestión del talento en la organización,"Diseña un plan general para el desarrollo del talento en la organización, alineado con los objetivos organizacionales.",3,Factores de desarrollo personal,Analiza los factores de desempeño en la organización y diseña planes de desarrollo personal para los colaboradores.,4,Orientación y formación de la persona en la organización,Diseña un plan de desarrollo del talento humano basado en herramientas de orientación y formación.,3,Desarrollo humano y profesional,"Diseña un plan de formación para equipos de colaboradores que les permita identificar indicadores clave para su desarrollo personal y profesional, en base a un plan de vida.",4.0,,,
30336,Cultura Organizacional,Identifica las características fundamentales de la cultura organizacional y su importancia sobre el comportamiento de los individuos que conforman una empresa,4,Modelos de cultura organizacional,Aplica modelos y diseña propuestas de intervención sobre la cultura organizacional adaptados a la organización,3,Clima organizacional,"Aplica herramientas de diagnóstico, medición y gestión del clima de una organización",4,Comunicación Corporativa,Diseña estrategias que mejoren la comunicación corporativa para lograr un impacto positivo en el clima organizacional,3.0,,,
30337,"Modelos de Reconocimiento, Recompensa y Generación del Compromiso",Implementa acciones asociadas a la cultura organizacional que permitan el engagement de los colaboradores motivado por el reconocimiento y la recompensa.,4,Evaluación del Potencial,Identifica a los colaboradores con alto potencial de desempeño en la organización,3,Análisis de Posiciones Claves y Planes de Desarrollo Individual,Crea planes de Desarrollo Individual luego de analizar la estructura organizacional e identificar las posiciones claves con impacto directo en el negocio.,4,Planeamiento de Carrera y Planes de Sucesión,"Desarrolla Planes de Carrera para colaboradores identificados como Altos Potenciales, definiendo el plan de sucesión para posiciones claves del Negocio.",3.0,,,
30338,Excel para la gestión de personas,Utiliza el excel para el cálculo de nóminas y el análisis e interpretación de resultados de otros subsistemas de recursos humanos.,4,Redes sociales aplicadas a la gestión del talento,"Analiza información en redes sociales, utilizándolas como herramienta potente de comunicación con el mercado laboral.",3,ERP en gestión de personas,"Administra los ERP con mayor reconocimiento en el mercado local, atendiendo las necesidades del cliente interno y de la organización.",3,Analítica de recursos humanos,Analiza los datos de los colaboradores con la finalidad de ser soporte en la definición de planes de acción y la toma de decisiones de índole estratégico.,4.0,,,
30339,El derecho y el derecho laboral,"Presenta los conceptos, principios y reglas fundamentales del derecho, de la relación laboral y su aplicación en la empresa y sus trabajadores.",4,El contrato de trabajo,Aplica las distintas normas y requisitos propios de un contrato y presenta alternativas de contratos de trabajo con sus elementos propios de validez legal.,3,Aplicación de la legislación laboral en la empresa,Aplica la normativa laboral vigente para armonizar las relaciones de trabajo y cumplir con la ley de trabajo.,4,Derecho colectivo del trabajo y negociación colectiva,Analiza la regulación legal del derecho colectivo del trabajo y su impacto en las organizaciones.,3.0,,,
30340,Estructura y análisis de los cargos en las organizaciones,Desarrolla una metodología para el diseño y descripción de los cargos de una organización.,4,Métodos cuantitativos y cualitativos de valorización de los cargos,Diseña e implementa un sistema que identifica el valor de los cargos de una organización.,3,Análisis de estudios salariales,Identifica el mercado salarial para compararlas remuneraciones y desarrollar un estudio salarial.,3,Bases para el diseño de las compensaciones y recompensas,Formula la estructura de remuneraciones de la empresa y desarrolla propuestas de modificación salarial en la organización.,4.0,,,
30341,Las compensaciones y su impacto en las personas y en las empresas,Valora el impacto de la estructura general de las compensaciones de una empresa en los colaboradores y en los objetivos organizacionales.,3,La nómina en el Perú,Calcula la nómina en el marco de la legislación laboral vigente.,4,Gestión estratégica de beneficios,Diseña políticas de beneficios que logren afianzar el compromiso de los colaboradores con la organización.,3,El bienestar laboral,Implementa planes y acciones que mejoren el bienestar de los colaboradores.,4.0,,,
30342,"Concepto de indicadores, medidas de desempeño y benchmarking","Analiza el marco conceptual de los indicadores en las empresas, el papel de estos, sus objetivos, tipos y presentación de los mismos.",4,Métodos para el diseño de indicadores,Identifica la metodología más adecuada para el diseño y construcción de los indicadores de una organización.,3,Técnicas de integración de indicadores para la toma de decisiones,Diseña indicadores de gestión para los distintos procesos de recursos humanos.,4,Sistematización con la estrategia: Mapa Estratégico y tablero de mando orientados a la gestión de personas.,"Relaciona los indicadores clave de gestión de recursos humanos, con el tablero de mando y mapa estratégico de la empresa",3.0,,,
30343,Las competencias en la organización,Comprende cómo se realiza un modelo de gestión por competencias adecuado a la realidad de una organización,4,Incorporación del talento por competencias,Desarrolla perfiles por competencias y establece procesos de incorporación del talento que incluye el reclutamiento y la selección de personas basados en competencias,3,Desarrollo del talento por competencias,"Diseña los procesos de inducción, evaluación, formación y desarrollo de personas por competencias",4,Mantenimiento del talento por competencias,Define estrategias que mejoren la permanencia del colaborador en la organización a través de sistemas de compensaciones y bienestar por competencias,3.0,,,
30344,Sociedad del conocimiento,Analiza la evolución de las sociedades y su influencia en el comportamiento de las personas en la organizaciones basado en el conocimiento,3,Diseño de plan de gestión del conocimiento,Implementa un plan de gestión del conocimiento que logre alcanzar los objetivos estratégicos del negocio,4,Métodos de aprendizaje en las organizaciones,Aplica los métodos adecuados para gestionar el aprendizaje en una organización,4,Cuadro de mando integral para la gestión del conocimiento,Construye un modelo de indicadores que permita gestionar el conocimiento en una organización y optimice el retorno sobre la inversión en formación,3.0,,,
30345,Factores que promueven el cambio en las organizaciones,"Identifica los principales factores que se dan en el entorno externo e interno, que generan el cambio en las organizaciones",4,Análisis del cambio organizacional y su impacto en los colaboradores,"Analiza las principales razones que generan resistencia en los colaboradores ante los cambios organizacionales, identificando oportunidades de mejora para la organización.",3,"Autoconocimiento, estilos de Liderazgo y su impacto en el cambio",Identifica modelos de liderazgo que permitan adecuar la gestión al cambio constante generado por la digitalización y las diversas generaciones existentes en la organización.,4,Estilos de Comunicación,Analiza los estilos de comunicación de los colaboradores y cómo impactan las nuevas tecnologías y redes sociales en la comunicación organizacional.,3.0,,,
30346,Nuevos modelos de Negocio en el contexto laboral,Reconoce los nuevos modelos de negocio así como la influencia de las competencias laborales para desarrollar la empleabilidad de los colaboradores.,3,Impacto de las competencias y la marca personal,Analiza el contexto actual las competencias necesarias y la importancia de la Marca Personal y el nuevo perfil profesional.,4,Nuevo enfoque de diversidad y empleabilidad en el mercado laboral,"Analiza la transformación digital, la adaptación al cambio y las herramientas para contar con un perfil empleable.",4,Nuevas tendencias en los procesos de empleabilidad.,"Analiza la información de Recursos Humanos, metodología y criterios del mercado actual.",3.0,,,
30347,Plan estratégico de gestión de personas,Diseña un plan de gestión de personas alineado a la estrategia del negocio que propicie el desarrollo del talento y el logro de los objetivos organizacionales,4,Tendencias en gestión del talento,Adapta la estructura orgánica y funcional de la empresa a las tendencias de gestión del talento gestionando adecuadamente el cambio en la empresa,3,Liderazgo en la gestión del talento,Desarrolla las habilidades de liderazgo para gestionar adecuadamente el talento de una organización,4,Sustentación del plan propuesto de gestión del talento,Presenta un plan de gestión del talento adecuado a una realidad y entorno empresarial,3.0,,,
30348,Introducción a las finanzas,Identifica las distintas entidades del sistema financiero y analiza su funcionamiento.,4,Instrumentos financieros,Explica las principales características de los instrumentos financieros existentes en los mercados y compara los diferentes niveles de riesgo y rentabilidad de cada uno de ellos.,3,Administración financiera,Aplica los conceptos básicos de finanzas a las actividades de financiamiento y de inversión de una empresa.,4,Gestión de tesorería y mercado de capitales,Analiza las actividades desarrolladas en el área de tesorería y explica el mercado financiero bursátil.,3.0,,,
30349,Fundamentos de Excel,Soluciona problemas de naturaleza financiera utilizando los conceptos básicos del Excel.,4,Recojo de información (Data uploaded),Obtiene y utiliza información disponible en diferentes páginas web de uso frecuente en las finanzas.,3,Funciones y herramientas financieras en Excel,"Aplica el análisis costo-volumen-utilidad para determinar el punto de equilibrio de una empresa con diferentes escenarios, aplicando efectivamente las funciones financieras.",4,Aplicaciones con Power Point,Elabora presentaciones aplicando las herramientas de Power Point para el diseño de diapositivas.,3.0,,,
